city,lat,lng,country,admin
Bogor,-6.5966,106.7972,Indonesia,admin
Chiba,35.6073,140.1064,Japan,admin
Shuizhai,33.4658,114.8753,China,admin
Qianxi,27.0087,106.0323,China,admin
Dnipro,48.4675,35.04,Ukraine,admin
Baishan,41.944,126.4147,China,admin
Narayanganj,23.6167,90.5,Bangladesh,admin
Gqeberha,-33.9581,25.6,South Africa,admin
Huilong,31.87,121.703,China,admin
Marrakech,31.63,-8.0089,Morocco,admin
Cebu City,10.32,123.75,Philippines,admin
Coimbatore,11.0008,76.9633,India,admin
Maceio,-9.6658,-35.735,Brazil,admin
Nada,19.5209,109.5808,China,admin
Fangchenggang,21.6867,108.3547,China,admin
Solapur,17.68,75.92,India,admin
Kaiyuan,36.0193,113.86,China,admin
Seberang Jaya,5.3909,100.4104,Malaysia,admin
Sale,34.0333,-6.8,Morocco,admin
Hubli,15.3502,75.1376,India,admin
Cankaya,39.9244,32.8856,Turkey,admin
Hwasu-dong,37.1997,126.8314,"Korea, South",admin
Yingcheng,24.21,113.401,China,admin
Setagaya,35.6466,139.6532,Japan,admin
Kecioren,40,32.8667,Turkey,admin
Luocheng,22.7689,111.5697,China,admin
Meishan,34.167,112.844,China,admin
Kitakyushu,33.8833,130.8833,Japan,admin
Aguascalientes,21.876,-102.296,Mexico,admin
Khulna,22.8167,89.55,Bangladesh,admin
Chihuahua,28.6369,-106.0769,Mexico,admin
Xin'an,34.286,118.355,China,admin
Mysore,12.3086,76.6531,India,admin
Kashgar,39.4681,75.9938,China,admin
Songnam,37.4333,127.15,"Korea, South",admin
Trichinopoly,10.7903,78.7047,India,admin
Cartagena,10.4,-75.5,Colombia,admin
Qingzhou,36.6853,118.4796,China,admin
Naples,40.8358,14.2486,Italy,admin
Santiago del Estero,-27.7833,-64.2667,Argentina,admin
Naucalpan de Juarez,19.4753,-99.2378,Mexico,admin
Masbate,12.27,123.58,Philippines,admin
Taishan,22.252,112.794,China,admin
Jiaozhou,36.2647,120.0334,China,admin
Wuchuan,21.441,110.779,China,admin
Wafangdian,39.6271,121.9796,China,admin
La Plata,-34.9211,-57.9544,Argentina,admin
Ad Dammam,26.4333,50.1,Saudi Arabia,admin
Hanchuan,30.6667,113.8333,China,admin
Quzhou,28.9702,118.8593,China,admin
Donetsk,48.0028,37.8053,Ukraine,admin
Ashmun,30.2974,30.9764,Egypt,admin
Wuchang,44.924,127.158,China,admin
Sao Goncalo,-22.8269,-43.0539,Brazil,admin
Hengzhou,22.6799,109.2614,China,admin
Feicheng,36.1861,116.7719,China,admin
Bucaramanga,7.1333,-73,Colombia,admin
Merida,20.9667,-89.6167,Mexico,admin
Hegang,47.3501,130.298,China,admin
Osmangazi,40.1983,29.06,Turkey,admin
Moradabad,28.8319,78.7764,India,admin
Cancun,21.1606,-86.8475,Mexico,admin
Zaoyang,32.129,112.772,China,admin
Dongtai,32.795,120.519,China,admin
Antipolo,14.5842,121.1763,Philippines,admin
Taguig City,14.52,121.05,Philippines,admin
Tabuk,28.3972,36.5789,Saudi Arabia,admin
Xishan,27.6461,113.497,China,admin
Zhoushan,29.9856,122.2074,China,admin
Yichun,47.728,128.841,China,admin
Klang,3.0223,101.5481,Malaysia,admin
Tiruppur,11.1085,77.3411,India,admin
Marseille,43.2964,5.37,France,admin
Gurgaon,28.456,77.029,India,admin
Yangchun,22.1704,111.7916,China,admin
Hai'an,32.535,120.563,China,admin
Jalandhar,31.326,75.5762,India,admin
Daye,30.0961,114.9804,China,admin
Zhongxiang,31.168,112.588,China,admin
Gaomi,36.3833,119.75,China,admin
Teresina,-5.0903,-42.8167,Brazil,admin
Lhasa,29.6534,91.1719,China,admin
Ipoh,4.6,101.065,Malaysia,admin
Saltillo,25.4231,-100.9919,Mexico,admin
Gongzhuling,43.5053,124.8224,China,admin
Lianyuan,27.692,111.664,China,admin
Tyumen,57.15,65.5333,Russia,admin
Hermosillo,29.0989,-110.9542,Mexico,admin
Cheongju,36.6333,127.4833,"Korea, South",admin
Shache,38.4261,77.25,China,admin
Thanh Hoa,19.8075,105.7764,Vietnam,admin
Macheng,31.173,115.008,China,admin
Kathmandu,27.71,85.32,Nepal,admin
Turin,45.0792,7.6761,Italy,admin
Anqiu,36.478,119.219,China,admin
Yuci,37.6823,112.7281,China,admin
Dehui,44.535,125.703,China,admin
Pietermaritzburg,-29.6167,30.3833,South Africa,admin
Durban,-29.8833,31.05,South Africa,admin
Saratov,51.53,46.035,Russia,admin
Bhubaneshwar,20.27,85.84,India,admin
Yushu,44.826,126.55,China,admin
Joao Pessoa,-7.12,-34.88,Brazil,admin
Samarinda,-0.5,117.1378,Indonesia,admin
Qingping,34.539,113.391,China,admin
Rongjiawan,29.15,113.1024,China,admin
Weichanglu,37.1792,119.9333,China,admin
Sakai,34.5733,135.4831,Japan,admin
Eskisehir,39.7767,30.5206,Turkey,admin
Renqiu,38.686,116.084,China,admin
Wutong,30.6333,120.5333,China,admin
Wu'an,36.697,114.204,China,admin
Sao Bernardo do Campo,-23.6939,-46.565,Brazil,admin
Narela,28.85,77.1,India,admin
Bhayandar,19.29,72.85,India,admin
Culiacan,24.8069,-107.3939,Mexico,admin
Xiashi,30.5333,120.6833,China,admin
Cucuta,7.8942,-72.5039,Colombia,admin
Danyang,32,119.586,China,admin
Dongyang,29.2667,120.2167,China,admin
Krakow,50.0614,19.9372,Poland,admin
Pasig City,14.5605,121.0765,Philippines,admin
Thessaloniki,40.6403,22.9356,Greece,admin
Palermo,2.8917,-75.4375,Colombia,admin
Qamdo,31.143,97.17,China,admin
Karimnagar,18.4386,79.1288,India,admin
Hejian,38.4466,116.0995,China,admin
Seyhan,36.9831,35.3328,Turkey,admin
Laiyang,36.9758,120.7136,China,admin
Queretaro,20.5875,-100.3928,Mexico,admin
Wuxi,26.58,111.841,China,admin
Yiyang,26.4221,112.3999,China,admin
Niigata,37.9161,139.0364,Japan,admin
Vinh,18.6667,105.6667,Vietnam,admin
Puxi,35.2125,114.735,China,admin
Hamamatsu,34.7108,137.7275,Japan,admin
Zijinglu,34.7667,112.9667,China,admin
Kumila,35.25,73.5,Pakistan,admin
Xingyi,25.092,104.8955,China,admin
Xingcheng,24.1347,115.73,China,admin
Ailan Mubage,43.908,81.2777,China,admin
Frankfurt,50.1106,8.6822,Germany,admin
San Luis Potosi,22.1511,-100.9761,Mexico,admin
Bucheon,37.5,126.7833,"Korea, South",admin
Fuyang,30.0553,119.95,China,admin
Korla,41.7259,86.1746,China,admin
Erzurum,39.9086,41.2769,Turkey,admin
Zagreb,45.8131,15.9772,Croatia,admin
Al `Ayn,24.2075,55.7447,United Arab Emirates,admin
Patiala,30.34,76.38,India,admin
Bahawalpur,29.3956,71.6836,Pakistan,admin
Qingnian,36.8494,115.7061,China,admin
Sanhe,40.0167,117.0833,China,admin
Winnipeg,49.8844,-97.1464,Canada,admin
Shishgarh,28.72,79.32,India,admin
Leping,28.978,117.152,China,admin
Colombo,6.9167,79.8333,Sri Lanka,admin
Nerima,35.7356,139.6517,Japan,admin
Natal,-5.795,-35.2089,Brazil,admin
Lichuan,30.291,108.9364,China,admin
Pendik,40.8747,29.235,Turkey,admin
Gdansk,54.3475,18.6453,Poland,admin
Licheng,31.4306,119.4788,China,admin
Santo Andre,-23.6533,-46.528,Brazil,admin
Ota-ku,35.5614,139.7161,Japan,admin
Thiruvananthapuram,8.5241,76.9366,India,admin
Zhuanghe,39.681,122.967,China,admin
Chengguan,35.4623,113.8054,China,admin
Bagcilar,41.0344,28.8564,Turkey,admin
Kumamoto,32.8031,130.7078,Japan,admin
Lingbao Chengguanzhen,34.5176,110.8942,China,admin
Quebec City,46.8139,-71.2081,Canada,admin
Taihe,30.871,105.388,China,admin
Yanggok,37.6333,127.2167,"Korea, South",admin
Zhongba,31.771,104.755,China,admin
Sizhan,38.9846,106.3828,China,admin
Suohe,34.7833,113.35,China,admin
Xiangxiang,27.7186,112.5502,China,admin
Hamilton,43.2567,-79.8692,Canada,admin
Songyang,34.4553,113.0253,China,admin
Cagayan de Oro,8.48,124.65,Philippines,admin
Qian'an,39.999,118.701,China,admin
Shuangqiao,35.067,112.602,China,admin
Chaohucun,31.6244,117.8902,China,admin
Zouping,36.863,117.743,China,admin
Durgapur,23.55,87.32,India,admin
Cencheng,22.9167,111,China,admin
Umraniye,41.0311,29.1081,Turkey,admin
Sorocaba,-23.5019,-47.4578,Brazil,admin
Guli,28.9,120.0333,China,admin
Sagamihara,35.5667,139.3667,Japan,admin
Laixi,36.8667,120.5333,China,admin
Okayama,34.65,133.9167,Japan,admin
Concepcion,-36.8282,-73.0514,Chile,admin
Mississauga,43.6,-79.65,Canada,admin
Changsha,22.3773,112.6982,China,admin
Lviv,49.8425,24.0322,Ukraine,admin
Shihezi,44.3054,86.0804,China,admin
Valenzuela,14.7,120.98,Philippines,admin
Xichang,27.8944,102.2644,China,admin
Guangshui,31.617,113.826,China,admin
Zaporizhzhia,47.85,35.1175,Ukraine,admin
Bhiwandi,19.2967,73.0631,India,admin
Gaoyou,32.845,119.508,China,admin
Chengxiang,31.564,121.174,China,admin
Bhilwara,25.35,74.63,India,admin
Oslo,59.9133,10.7389,Norway,admin
George Town,5.4136,100.3294,Malaysia,admin
Zunhua,40.189,117.966,China,admin
Saharanpur,29.9639,77.5458,India,admin
Yenimahalle,39.9719,32.8119,Turkey,admin
Warangal,17.9689,79.5941,India,admin
Dasmarinas,14.33,120.94,Philippines,admin
Shiliguri,26.71,88.43,India,admin
Parachinar,33.9,70.1,Pakistan,admin
Tongchuan,34.897,108.945,China,admin
Xindi,29.827,113.476,China,admin
Edogawa,35.7,139.8833,Japan,admin
General Santos,6.12,125.17,Philippines,admin
Salem,11.65,78.15,India,admin
Sinnuris,29.4072,30.8667,Egypt,admin
Guadalupe,25.6775,-100.2597,Mexico,admin
Selcuklu,37.8814,32.4922,Turkey,admin
City of Paranaque,14.5008,120.9915,Philippines,admin
Taihecun,45.771,131.003,China,admin
Mamak,39.9422,32.9231,Turkey,admin
Jianshe,34.2137,113.7629,China,admin
Shishi,24.7167,118.7,China,admin
Shizuoka,34.9756,138.3828,Japan,admin
Mar del Plata,-38,-57.55,Argentina,admin
Adachi,35.7833,139.8,Japan,admin
Pontianak,-0.0206,109.3414,Indonesia,admin
Xigaze,29.25,88.8833,China,admin
Tasikmalaya,-7.3161,108.1975,Indonesia,admin
Kochi,9.9312,76.2673,India,admin
Soledad,10.9167,-74.75,Colombia,admin
Shanhu,29.6,120.8167,China,admin
Gothenburg,57.7075,11.9675,Sweden,admin
Acapulco de Juarez,16.8636,-99.8825,Mexico,admin
Gorakhpur,26.7637,83.4039,India,admin
Wroclaw,51.11,17.0325,Poland,admin
Pinghu,30.7,121.0167,China,admin
Guankou,30.988,103.647,China,admin
Lodz,51.7769,19.4547,Poland,admin
Yatou,37.1653,122.4867,China,admin
Denpasar,-8.6717,115.2339,Indonesia,admin
Guntur,16.3008,80.4428,India,admin
Tolyatti,53.5089,49.4222,Russia,admin
Zhaodong,46.051,125.962,China,admin
Puyang Chengguanzhen,35.7004,114.98,China,admin
Aracaju,-10.9111,-37.0717,Brazil,admin
Bacoor,14.4624,120.9645,Philippines,admin
Rotterdam,51.92,4.48,Netherlands,admin
Tlaquepaque,20.6167,-103.3167,Mexico,admin
Villavicencio,4.15,-73.6333,Colombia,admin
Campo Grande,-20.4686,-54.6222,Brazil,admin
Jingcheng,32.009,120.263,China,admin
Makhachkala,42.9825,47.505,Russia,admin
Banjarmasin,-3.32,114.5925,Indonesia,admin
Al Hufuf,25.3608,49.5997,Saudi Arabia,admin
Dali,25.6811,100.3003,China,admin
Sargodha,32.0836,72.6711,Pakistan,admin
Karaikandi,24.8309,92.6143,India,admin
Ch'onan,36.81,127.1475,"Korea, South",admin
Brampton,43.6833,-79.7667,Canada,admin
Haldwani,29.22,79.52,India,admin
Yildirim,40.11,29.0821,Turkey,admin
Dhulia,20.8997,74.7697,India,admin
Zhongshu,27.7919,106.4013,China,admin
Durango,24.025,-104.6675,Mexico,admin
Songzi,30.174,111.757,China,admin
Tondo,14.617,120.967,Philippines,admin
Dayrut,27.5564,30.8106,Egypt,admin
Tlalnepantla,19.5367,-99.1947,Mexico,admin
Xiping,25.6005,103.8166,China,admin
Osasco,-23.5328,-46.7919,Brazil,admin
Hue,16.4619,107.5955,Vietnam,admin
San Jose del Monte,14.8139,121.0453,Philippines,admin
Denizli,37.7833,29.0964,Turkey,admin
Honcho,35.6946,139.9826,Japan,admin
Wuxue,29.844,115.561,China,admin
Bhavnagar,21.76,72.15,India,admin
Jinghong,22.009,100.797,China,admin
Wugang,26.7266,110.6319,China,admin
Petaling Jaya,3.0833,101.65,Malaysia,admin
Noida,28.57,77.32,India,admin
Bhangar,22.58,88.42,India,admin
Chuxiong,25.033,101.5459,China,admin
Dusseldorf,51.2256,6.7767,Germany,admin
Palermo,38.1157,13.3613,Italy,admin
Makati City,14.5567,121.0214,Philippines,admin
Tukh,30.3549,31.2011,Egypt,admin
Bazal'tove,50.6765,26.16,Ukraine,admin
Al Qatif,26.5196,50.0115,Saudi Arabia,admin
Bhilai,21.21,81.38,India,admin
Mangalore,12.8717,74.8425,India,admin
Kaihua,23.387,104.233,China,admin
Irkutsk,52.2892,104.28,Russia,admin
Meilan,19.999,110.403,China,admin
Ansan,37.3167,126.8333,"Korea, South",admin
Barnaul,53.3486,83.7764,Russia,admin
Bazhou,39.1333,116.3833,China,admin
Turpan,42.9512,89.1895,China,admin
Langzhong,31.558,106.005,China,admin
Qufu,35.5819,116.9862,China,admin
Al Mansurah,31.05,31.3833,Egypt,admin
Tengyue,25.0167,98.4833,China,admin
Leipzig,51.34,12.375,Germany,admin
Halwan,29.8493,31.3327,Egypt,admin
Tan An,10.905,106.6994,Vietnam,admin
Izhevsk,56.8333,53.1833,Russia,admin
Jurong,31.946,119.164,China,admin
Bihta,25.5619,84.87,India,admin
Yuhuan,28.1277,121.2288,China,admin
Khabarovsk,48.4833,135.0833,Russia,admin
Etimesgut,39.9458,32.6694,Turkey,admin
Changping,40.2248,116.1944,China,admin
Chimalhuacan,19.4131,-98.9839,Mexico,admin
Oujda-Angad,34.6867,-1.9114,Morocco,admin
Ruiming,25.886,116.027,China,admin
Serang,-6.12,106.1503,Indonesia,admin
Ulyanovsk,54.3167,48.3667,Russia,admin
Shenzhou,38.002,115.56,China,admin
Jambi,-1.59,103.61,Indonesia,admin
Hasanpur,28.72,78.28,India,admin
Yukarikaraman,36.9167,30.6833,Turkey,admin
Kuantan,3.83,103.32,Malaysia,admin
Gold Coast,-28.0167,153.4,Australia,admin
Kawaguchi,35.8077,139.7241,Japan,admin
Dashiqiao,40.6167,122.5167,China,admin
Las Pinas City,14.45,120.98,Philippines,admin
Cuttack,20.5236,85.7881,India,admin
San Miguel de Tucuman,-26.8167,-65.2167,Argentina,admin
Ar Rayyan,25.25,51.4,Qatar,admin
Salimpur,26.3,83.9167,India,admin
Kryvyi Rih,47.91,33.39,Ukraine,admin
Zhuozhou,39.485,115.974,China,admin
Tianchang,32.6811,119.0137,China,admin
Bacolod,10.6765,122.9509,Philippines,admin
Raurkela,22.2492,84.8828,India,admin
Tumkur,13.34,77.1,India,admin
Balikpapan,-1.2768,116.8277,Indonesia,admin
Sanliurfa,37.1583,38.7917,Turkey,admin
Dortmund,51.5139,7.4653,Germany,admin
Xinji,37.943,115.218,China,admin
Melikgazi,38.7167,35.5,Turkey,admin
Kagoshima,31.5969,130.5572,Japan,admin
Wenchang,31.0358,116.9367,China,admin
Sihui,23.3265,112.7338,China,admin
Irapuato,20.6667,-101.35,Mexico,admin
Dublin,53.3497,-6.2603,Ireland,admin
Al Mahallah al Kubra,30.9667,31.1667,Egypt,admin
Sialkot City,32.4925,74.5311,Pakistan,admin
Vladivostok,43.115,131.8853,Russia,admin
Luocheng,30.99,104.25,China,admin
Pereira,4.8143,-75.6946,Colombia,admin
Reynosa,26.0922,-98.2778,Mexico,admin
Essen,51.4508,7.0131,Germany,admin
Cimahi,-6.8712,107.5548,Indonesia,admin
Wenlan,23.3961,103.3649,China,admin
Itabashi,35.7667,139.6833,Japan,admin
Shah Alam,3.0667,101.55,Malaysia,admin
Suginami-ku,35.6994,139.6364,Japan,admin
Jaboatao dos Guararapes,-8.1128,-35.015,Brazil,admin
At Ta'if,21.2667,40.4167,Saudi Arabia,admin
Nha Trang,12.245,109.1917,Vietnam,admin
Tuxtla,16.7528,-93.1167,Mexico,admin
Dehra Dun,30.345,78.029,India,admin
Bremen,53.0758,8.8072,Germany,admin
Fu'an,27.1,119.6333,China,admin
Mymensingh,24.7504,90.38,Bangladesh,admin
Hachioji,35.6664,139.316,Japan,admin
Iloilo,10.72,122.57,Philippines,admin
Puente Alto,-33.6167,-70.5667,Chile,admin
Botou,38.0833,116.5833,China,admin
Rabat,34.0209,-6.8416,Morocco,admin
Sincan,39.9594,32.5767,Turkey,admin
Kottayam,9.5916,76.5222,India,admin
Kahramanmaras,37.5833,36.9333,Turkey,admin
Shibin al Qanatir,30.3127,31.3202,Egypt,admin
Tonala,20.6167,-103.2333,Mexico,admin
Abu Hummus,31.0931,30.3142,Egypt,admin
Jin'e,29.3394,105.2875,China,admin
Macau,22.2006,113.5461,Macau,admin
Xinxing,39.8667,124.15,China,admin
Surrey,49.19,-122.8489,Canada,admin
Yaroslavl,57.6167,39.85,Russia,admin
Qionghu,28.945,112.598,China,admin
Dresden,51.05,13.74,Germany,admin
Xinmin,41.997,122.823,China,admin
Antwerp,51.2178,4.4003,Belgium,admin
Kuiju,36.8667,119.4,China,admin
Asansol,23.68,86.99,India,admin
Bokaro Steel City,23.67,86.15,India,admin
Jieshou,33.257,115.3746,China,admin
Bello,6.3333,-75.5667,Colombia,admin
Kolhapur,16.6917,74.2333,India,admin
Wencheng,19.617,110.7551,China,admin
Miluo Chengguanzhen,28.761,113.16,China,admin
Lanxi,29.208,119.458,China,admin
Zhenzhou,32.2723,119.1848,China,admin
Nava Raipur,21.161,81.787,India,admin
Gaizhou,40.4,122.35,China,admin
Leling,37.73,117.232,China,admin
Genoa,44.4072,8.934,Italy,admin
Ensenada,31.8578,-116.6058,Mexico,admin
Surakarta,-7.5667,110.8167,Indonesia,admin
Ajmer,26.4499,74.6399,India,admin
Braunschweig,52.2667,10.5167,Germany,admin
Nanded,19.15,77.3,India,admin
Wuhai,39.655,106.794,China,admin
Rustenburg,-25.6667,27.2428,South Africa,admin
Amravati,20.9258,77.7647,India,admin
Lisbon,38.7122,-9.134,Portugal,admin
Yanji,42.9,129.5,China,admin
The Hague,52.08,4.31,Netherlands,admin
Hannover,52.3667,9.7167,Germany,admin
Sevastopol,44.605,33.5225,Ukraine,admin
Nellore,14.4431,79.9861,India,admin
Poznan,52.4083,16.9336,Poland,admin
Ibague,4.4333,-75.2333,Colombia,admin
Wancheng,18.8,110.4,China,admin
Tomsk,56.5,84.9667,Russia,admin
Sungai Petani,5.6497,100.4793,Malaysia,admin
Xinshi,31.1333,113.1167,China,admin
Kemerovo,55.3667,86.0667,Russia,admin
Naberezhnyye Chelny,55.6833,52.3167,Russia,admin
Valledupar,10.4833,-73.25,Colombia,admin
Muntinlupa City,14.38,121.05,Philippines,admin
K'ebri Beyah,9.0833,43.0833,Ethiopia,admin
Luofeng,37.359,120.396,China,admin
Ghulja,43.9,81.35,China,admin
Ixtapaluca,19.3186,-98.8822,Mexico,admin
Fuding,27.2,120.2,China,admin
Heroica Matamoros,25.8797,-97.5042,Mexico,admin
Lingyuan,41.25,119.4,China,admin
Juiz de Fora,-21.7642,-43.3503,Brazil,admin
Guixi,28.2925,117.2454,China,admin
City of Calamba,14.22,121.17,Philippines,admin
Sao Jose dos Campos,-23.1789,-45.8869,Brazil,admin
Contagem,-19.9319,-44.0539,Brazil,admin
Agadir,30.4214,-9.5831,Morocco,admin
Orenburg,51.7833,55.1,Russia,admin
Nilufer,40.2833,28.95,Turkey,admin
Aksu,41.185,80.2904,China,admin
Salta,-24.7833,-65.4167,Argentina,admin
Dispur,26.1397,91.7925,India,admin
Gulbarga,17.329,76.825,India,admin
Kimhae,35.2342,128.8811,"Korea, South",admin
Novokuznetsk,53.7667,87.1333,Russia,admin
Balashikha,55.8167,37.9667,Russia,admin
Bikaner,28.0167,73.3119,India,admin
Gaobeidian,39.327,115.874,China,admin
Himeji,34.8167,134.6833,Japan,admin
Nuremberg,49.4539,11.0775,Germany,admin
Van,38.4942,43.38,Turkey,admin
Port Said,31.2625,32.3061,Egypt,admin
Koto-ku,35.6667,139.8167,Japan,admin
Ciudad Apodaca,25.7817,-100.1886,Mexico,admin
Kitchener,43.4186,-80.4728,Canada,admin
Agartala,23.8314,91.2869,India,admin
Soacha,4.5872,-74.2214,Colombia,admin
Buca,38.35,27.1667,Turkey,admin
Maipu,-33.5167,-70.7667,Chile,admin
Lyon,45.76,4.84,France,admin
Tultitlan de Mariano Escobedo,19.645,-99.1694,Mexico,admin
Ryazan,54.63,39.7425,Russia,admin
Meknes,33.895,-5.5547,Morocco,admin
Luanzhou,39.741,118.704,China,admin
Al Fayyum,29.3,30.8333,Egypt,admin
Utsunomiya,36.555,139.8825,Japan,admin
Chanda,19.95,79.297,India,admin
Suez,29.9667,32.5333,Egypt,admin
Heshan,22.7667,112.95,China,admin
Loni,28.75,77.28,India,admin
Jiaji,19.2431,110.4642,China,admin
Qaraghandy,49.8028,73.1056,Kazakhstan,admin
Santa Marta,11.2419,-74.2053,Colombia,admin
Ujjain,23.17,75.79,India,admin
Abu Tisht,26.1204,32.0954,Egypt,admin
Macapa,0.033,-51.05,Brazil,admin
Al Fashn,28.8231,30.899,Egypt,admin
Toulouse,43.6045,1.444,France,admin
Campos,-21.7523,-41.3304,Brazil,admin
Meihekou,42.5407,125.7107,China,admin
Kenitra,34.25,-6.5833,Morocco,admin
Newcastle,-27.7464,29.9328,South Africa,admin
Jhansi,25.4486,78.5696,India,admin
Matsuyama,33.8333,132.7667,Japan,admin
Ulhasnagar,19.22,73.15,India,admin
Ribeirao Preto,-21.1776,-47.8101,Brazil,admin
Pohang,36.0322,129.365,"Korea, South",admin
Duisburg,51.4347,6.7625,Germany,admin
Jammu,32.73,74.87,India,admin
Mazatlan,23.2167,-106.4167,Mexico,admin
Uberlandia,-18.9189,-48.2769,Brazil,admin
Nenjiang,49.11,125.13,China,admin
Tuticorin,8.8056,78.145,India,admin
Sukkur,27.7061,68.8483,Pakistan,admin
K'ebri Dehar,6.7333,44.2667,Ethiopia,admin
Taozhou,30.8956,119.411,China,admin
Anlu,31.2667,113.6667,China,admin
Lapu-Lapu City,10.3127,123.9488,Philippines,admin
Matsudo,35.7876,139.9032,Japan,admin
Johor Bahru,1.482,103.7281,Malaysia,admin
Purnea,25.778,87.476,India,admin
Imus,14.4297,120.9367,Philippines,admin
Niteroi,-22.8833,-43.1036,Brazil,admin
Lipetsk,52.6167,39.6,Russia,admin
Cheboksary,56.15,47.2333,Russia,admin
Xiangyang,34.2995,108.4905,China,admin
Jiangshan,28.7361,118.625,China,admin
Duyun,26.2594,107.5186,China,admin
Pindi Bhattian,31.8958,73.2761,Pakistan,admin
Ichikawa,35.7219,139.9311,Japan,admin
Kumul,42.8193,93.5151,China,admin
Accra,5.5461,-0.2067,Ghana,admin
Kota Bharu,6.12,102.23,Malaysia,admin
Higashi-osaka,34.6794,135.6008,Japan,admin
Larkana,27.5583,68.2111,Pakistan,admin
Xingcheng,40.6167,120.7333,China,admin
`Ajman,25.4136,55.4456,United Arab Emirates,admin
Ciudad Lopez Mateos,19.55,-99.2833,Mexico,admin
Kaliningrad,54.7003,20.4531,Russia,admin
Yueqing,28.12,120.96,China,admin
Penza,53.2,45,Russia,admin
Belgaum,15.85,74.5,India,admin
Yucheng,36.934,116.638,China,admin
Nishinomiya-hama,34.7376,135.3416,Japan,admin
Karamay,45.5799,84.8892,China,admin
Kawachicho,34.6794,135.6008,Japan,admin
Zhangshu,28.0546,115.5462,China,admin
Mingguang,32.7833,117.9667,China,admin
Malatya,38.3486,38.3194,Turkey,admin
Vellore,12.9165,79.1325,India,admin
Huanghua,38.372,117.33,China,admin
Encheng,22.1833,112.3,China,admin
Lianran,24.919,102.478,China,admin
Kartal,40.8872,29.19,Turkey,admin
Cuiaba,-15.5958,-56.0969,Brazil,admin
Akhmim,26.5667,31.75,Egypt,admin
Malegaon,20.55,74.55,India,admin
Feira de Santana,-12.2669,-38.9669,Brazil,admin
Hailun,47.4667,126.9667,China,admin
Jamnagar,22.47,70.07,India,admin
Sylhet,24.9,91.8667,Bangladesh,admin
Ananindeua,-1.3658,-48.3719,Brazil,admin
Chiniot,31.7194,72.9842,Pakistan,admin
Chengjiao,35.3984,114.0649,China,admin
Bardoli,21.12,73.12,India,admin
Bratislava,48.1447,17.1128,Slovakia,admin
Kurashiki,34.585,133.7722,Japan,admin
Oita,33.2333,131.6067,Japan,admin
Al Jubayl,27.0046,49.646,Saudi Arabia,admin
Gaya,24.75,85.01,India,admin
Xiulin,29.7209,112.4254,China,admin
Shekhupura,31.7111,73.9878,Pakistan,admin
Vila Velha,-20.3364,-40.2936,Brazil,admin
Kirov,58.6,49.6833,Russia,admin
San Juan,-31.5342,-68.5261,Argentina,admin
Mykolaiv,46.975,31.995,Ukraine,admin
Yicheng,31.721,112.257,China,admin
Fengcheng,40.45,124.0667,China,admin
Xiaoyi,36.0833,111.5167,China,admin
Katlehong,-26.3333,28.15,South Africa,admin
Jiangshandicun,28.7412,118.6225,China,admin
Qingzhen,26.5704,106.4687,China,admin
Buraydah,26.3664,43.9628,Saudi Arabia,admin
Kupang,-10.1702,123.6077,Indonesia,admin
Tula,54.2,37.6167,Russia,admin
Ambattur,13.1143,80.1548,India,admin
Nakhon Ratchasima,14.9806,102.1,Thailand,admin
Tan Uyen,11.0508,106.7636,Vietnam,admin
Astrakhan,46.35,48.035,Russia,admin
Longjiang,27.5819,120.5489,China,admin
Rushan,36.87,121.505,China,admin
Shangzhi,45.207,127.965,China,admin
Angeles City,15.1472,120.5847,Philippines,admin
Kuqa,41.7156,82.9322,China,admin
Kanazawa,36.5611,136.6564,Japan,admin
Manado Light,1.4858,124.8347,Indonesia,admin
Manado,1.4931,124.8413,Indonesia,admin
Kaiyuan,42.546,124.038,China,admin
Cranbourne,-38.0996,145.2834,Australia,admin
Jalgaon,21.004,75.568,India,admin
Chhatarpur,24.55,79.3527,India,admin
Fukuyama,34.4858,133.3622,Japan,admin
Lanus,-34.7,-58.4,Argentina,admin
Pyeongtaek,36.9922,127.1128,"Korea, South",admin
Kurnool,15.83,78.05,India,admin
Marikina City,14.65,121.1,Philippines,admin
Kagithane,41.0719,28.9664,Turkey,admin
Amagasaki,34.7333,135.4,Japan,admin
Melaka,2.2064,102.2465,Malaysia,admin
Ciudad General Escobedo,25.7933,-100.1583,Mexico,admin
Manizales,5.0675,-75.51,Colombia,admin
Bornova,38.4697,27.2211,Turkey,admin
Hsinchu,24.8167,120.9833,Taiwan,admin
Gaoping,35.798,112.924,China,admin
Batman,37.887,41.132,Turkey,admin
Demiryol,37.887,41.132,Turkey,admin
Erkoklu,37.887,41.132,Turkey,admin
Avcilar,40.9792,28.7214,Turkey,admin
Kota Kinabalu,5.98,116.11,Malaysia,admin
Katsushika-ku,35.7333,139.85,Japan,admin
Udaipur,24.58,73.68,India,admin
Mogi das Cruzes,-23.5228,-46.1931,Brazil,admin
Stavropol,45.05,41.9833,Russia,admin
General Trias,14.38,120.88,Philippines,admin
Warder,6.9667,45.35,Ethiopia,admin
Sirajganj,24.45,89.7167,Bangladesh,admin
Wapi,20.372,72.917,India,admin
Bac Giang,21.2667,106.2,Vietnam,admin
Zurich,47.3744,8.5411,Switzerland,admin
Nam Dinh,20.42,106.1683,Vietnam,admin
